"","ï..Time","Time..pretty.","Total.Time","IP.Address","UID","Session.ID","Actions","Landing.page","Web.Browser","Operating.System","Screen.Resolution","JavaScript","Language","Referrer.URL","Referrer.Domain","Referrer.Search","Geolocation","Latitude","Longitude","Hostname","Organization","Campaign","Goals.completed","Goals.incompleted","Goal.revenue","Goal.cost","ShortURL","Custom","Stats.URL"
"11",1601935504,"Mon Oct 5 2020, 6:05pm",10,"08eabccdba0471dc",116091390,10319843,1,"http://www.mshlwa7dek.org/egypt/v7wg.html","Safari 13.1 mobile","iPhone","375x667",1,"Arabic","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10319843"
"12",1601902104,"Mon Oct 5 2020, 8:48am",241,"8ad1f8c59025dc7f",1314358055,10239128,1,"http://www.mshlwa7dek.org/egypt/v2wi.html","Google Chrome 79.0 mobile","Android","360x780",1,"Arabic","","",NA,"Hurghada, Egypt",27.2529,33.8181,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10239128"
"13",1601890522,"Mon Oct 5 2020, 5:35am",120,"e05a8ab89536fe5a",1314358055,10225968,1,"http://www.mshlwa7dek.org/egypt/v2wi.html","Google Chrome 79.0 mobile","Android","360x780",1,"Arabic","","",NA,"Hurghada, Egypt",27.2529,33.8181,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10225968"
"14",1601889824,"Mon Oct 5 2020, 5:23am",10,"e05a8ab89536fe5a",1314358055,10225444,1,"http://www.mshlwa7dek.org/egypt/v2wi.html","Google Chrome 79.0 mobile","Android","360x780",1,"Arabic","","",NA,"Hurghada, Egypt",27.2529,33.8181,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10225444"
"15",1601821583,"Sun Oct 4 2020, 10:26am",242,"9c2e1ca2f221b2b5",454429007,10137490,1,"http://www.mshlwa7dek.org/egypt/v7wg.html","Google Chrome 85.0 mobile","Android","360x640",1,"English","","",NA,"Cairo, Egypt",30.0778,31.2852,"","Orange Egypt",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10137490"
"16",1601764787,"Sat Oct 3 2020, 6:39pm",75,"2d74195873bd1cb1",376106449,10072649,1,"http://www.mshlwa7dek.org/egypt/v11wg.html","Google Chrome 78.0 mobile","Android","360x640",1,"English","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10072649"
"17",1601740185,"Sat Oct 3 2020, 11:49am",491,"79db59f5aba42aa1",2671526675,10031664,1,"http://www.mshlwa7dek.org/egypt/v13wi.html","Opera 44.1 mobile","Android","360x640",1,"Arabic","","",NA,"Al Mansurah, Egypt",31.0371,31.3844,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10031664"
"18",1601738777,"Sat Oct 3 2020, 11:26am",10,"ebf9e5f5b056b268",3131174217,10028980,1,"http://www.mshlwa7dek.org/egypt/v5wfb.html","Google Chrome 85.0 mobile","Android","360x780",1,"Arabic","","",NA,"Minya, Egypt",28.1113,30.7531,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10028980"
"19",1601737268,"Sat Oct 3 2020, 11:01am",566,"53e942bbf7059eca",1565218276,10026304,3,"http://www.mshlwa7dek.org/egypt/v2wfb.html","Google Chrome 71.0 mobile","Android","393x786",1,"Arabic","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10026304"
"20",1601735963,"Sat Oct 3 2020, 10:39am",639,"53e942bbf7059eca",1565218276,10024083,4,"http://www.mshlwa7dek.org/egypt/v12wfb.html","Google Chrome 71.0 mobile","Android","393x786",1,"Arabic","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10024083"
"21",1601731559,"Sat Oct 3 2020, 9:25am",220,"81cca0a677fcee77",2168688504,10017154,8,"http://www.mshlwa7dek.org/egypt/v12wfb.html","Google Chrome 80.0 mobile","Android","360x640",1,"Arabic","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10017154"
"22",1601730212,"Sat Oct 3 2020, 9:03am",273,"90ed77881942da50",2049217233,10015284,1,"http://www.mshlwa7dek.org/egypt/v12wi.html","Google Chrome 85.0 mobile","Android","360x800",1,"Arabic","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=10015284"
"23",1601678343,"Fri Oct 2 2020, 6:39pm",552,"7ddbf1fe23dfe961",3961953636,9965415,1,"http://www.mshlwa7dek.org/egypt/v13wi.html","Google Chrome 85.0 mobile","Android","360x640",1,"English","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=9965415"
"24",1601660279,"Fri Oct 2 2020, 1:37pm",61,"0d225d67599f4602",1509297791,9931756,1,"http://www.mshlwa7dek.org/egypt/v7wfb.html","Google Chrome 72.0 mobile","Android","360x640",1,"English","","",NA,"Cairo, Egypt",30.0778,31.2852,"tedata.net","Te Data",NA,NA,NA,NA,NA,NA,NA,"http://clicky.com/stats/visitors-actions?site_id=101268486&session_id=9931756"
