"","ResponseId","v1","assignment","should_exclude","responded","geometry","governatore"
"1164","R_25QNi5ToZIAG7wi",2350,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1165","R_25SMWAjfNId49BV",2434,"Remind_Show",0,1,c(31.2230072021484, 30.0355072021484),"0"
"1166","R_25WyLShwgJgIroR",2684,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1167","R_25YM67uC6VyFdsw",656,"Control",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1168","R_25YOWOFiDU0StNv",1152,"Control",0,1,c(31.2230072021484, 30.0355072021484),"0"
"1169","R_25YnBXRRbdbuo5s",3656,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1170","R_25Z5rcnCat2i9Zz",2968,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1171","R_25ZKGwbA8SZwGou",1902,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1172","R_25sUbNLZ0t1h65u",1356,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1173","R_25tQJxtjUbjep8E",2999,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1174","R_25tRhetMgqqcmRK",2635,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1175","R_25uwhMLi1RyDe6w",2382,"WhatsApp_Group",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1176","R_25uzPtaID3xXqus",3287,"WhatsApp_Group",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"1177","R_25vmpWM6Mk4RitQ",2146,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1178","R_25zt5ybYUIFib1U",1717,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1179","R_262Z1nUKqxKH5Hf",1682,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1180","R_263Gz8FtNAO2GdS",464,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1181","R_263ahzhYsUQZhZz",3867,"WhatsApp_Ind",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1182","R_264lDuVp3eYExnc",1481,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1183","R_2653hpueEvcqnng",2173,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1184","R_265tZ9S4YK4krpz",2184,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1185","R_269HO9tOeCLQcp2",3125,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1186","R_269Z92iGuFCjA2Z",931,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1187","R_26a5vYbfDpzuWtr",1078,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1188","R_26bgSdjjaJ69Ccq",1300,"Remind_Show",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1189","R_26fIZTSR4836XWd",429,"Control",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1190","R_26goBvv0L5fE25k",668,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1191","R_26gpHwExH48nkbk",3321,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1192","R_26i18dH0KAUMq98",1096,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1193","R_26kDvQ8pB7aGFlf",3758,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1194","R_26kYoB6RGFMc7UA",3819,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1195","R_26lKdP6U6GbWgQ1",1315,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1196","R_26ln5VRGt9JkR6Q",1337,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1197","R_26mBDFtlr0lXI3O",554,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1198","R_26mChXusvurO88I",3968,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1199","R_26mtXTwmQ0ugzc4",441,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1200","R_26nJcJuQHxwtkRr",544,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1201","R_26nWY2MXMiFuWgn",2185,"WhatsApp_Ind",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1202","R_26nmkGDOSnaKIcO",471,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1203","R_26qu3sLwQqRXd05",2504,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1204","R_271M1ioSbaf4kD0",1436,"WhatsApp_Ind",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1205","R_271NyHVdLWvRlGN",700,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1206","R_278PjS093TVWFPp",1527,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1207","R_27BUGveiSC0up6Q",3207,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1208","R_27CZ84txbALxskC",3560,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"1209","R_27J5WB2n9d4ZDQ7",1582,"WhatsApp_Group",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"1210","R_27J9TqGtpjmCak2",1239,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1211","R_27JCgL1T3oGfN9D",1279,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1212","R_27JSC4zG9JDPh8I",1916,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1213","R_27JZbBVDD5xyPLz",3074,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1214","R_27Jf7ogiHpaz7Sx",2879,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1215","R_27Jxwgc3F2YZU4o",3564,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1216","R_27JyWake0HHnumt",3566,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1217","R_27Kb1ohFjnlAzLE",185,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1218","R_27ND6WgYiMRoegf",2871,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1219","R_27NIBfrrkI7yM42",115,"Facebook",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1220","R_27OIjEpBzymtntH",1241,"Control",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1221","R_27Os1mOL1fHCEaW",867,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1222","R_27PurqHtI3GcNyW",1841,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1223","R_27QHDOzkFe75Pod",104,"Control",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"1224","R_27QgVfdcdy5Lmm1",367,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1225","R_27TG3VpVNehmoLC",274,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1226","R_27V8cZQamXHwED2",3563,"WhatsApp_Group",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"1227","R_27kWOGtCYcKlT76",1711,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1228","R_27lYx1XNIi7REuS",3405,"Remind_Show",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"1229","R_27pKU0L0oCq3p0M",2687,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1230","R_27qvwILL7McaOI2",1941,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1231","R_27r3GhtF3D2PSwi",754,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1232","R_27riFr3FTSJUPDr",28,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1233","R_27saKVkj9QqNrQW",2265,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1234","R_27sepNXKo5Tqj63",3128,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1235","R_27soDFtf6UlrrR1",459,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1236","R_27sqh4lGihnr8kC",3619,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1237","R_27srFpcvqQXTSaE",4181,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1238","R_27sv1TUEUsLF7r2",2468,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1239","R_27vDmum1xYILqUL",1101,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1240","R_27vNZB6m4k5Gt6h",1251,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1241","R_27vuvIDPgaZqiTU",2328,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1242","R_27x60sXkaff3vlN",3026,"WhatsApp_Group",0,1,c(31.0977935791016, 29.0744018554688),"Beni Suef"
"1243","R_28B2ooPAFD7ScUl",1266,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1244","R_28B3LbIiT7F5R2Q",1617,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1245","R_28D4nPLCLcE8mcF",2572,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1246","R_28FWOyL8qSCWGMM",2832,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1247","R_28HvxTEuY0YyEsD",1559,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1248","R_28IGwYuKuZLcWIC",3099,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1249","R_28IZts8Xhwndgop",3877,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1250","R_28ROOn663FRiX7V",4124,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1251","R_28RP5mhuhTShIHY",108,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1252","R_28SVYWStYhnJ32y",1095,"Facebook",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1253","R_28TZGOOiYMsElg7",2170,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1254","R_28TaweG8Id3idzy",826,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1255","R_28UGgRicqiH34nN",1007,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1256","R_28UIXSb1NUXsCeD",3203,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1257","R_28YyB38sX0gFkoe",1761,"WhatsApp_Ind",0,1,c(32.2758941650391, 30.6045989990234),"Ismailia"
"1258","R_28Zdp1iMLX3BaJR",2063,"WhatsApp_Ind",0,1,c(31.3007965087891, 29.8414001464844),"Cairo"
"1259","R_290t9QXB8ZqGPJY",2053,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1260","R_291eVlLR9WvgJiy",3478,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1261","R_293Qf4HPieTOLKP",990,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1262","R_294eUog6qGveMvs",702,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1263","R_2951ecoSjJKK8Gx",614,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1264","R_296vYmg2sW5AlSF",923,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1265","R_29KpgnujdgSEq8V",1925,"WhatsApp_Ind",0,1,c(32.5263061523438, 29.9736938476562),"Suez"
"1266","R_29NlbiJDpNQ8evn",776,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1267","R_29SSj446CHZ8MBb",972,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1268","R_29aautlG1b8tNNc",4070,"Remind_Show",0,1,c(30.9412994384766, 30.4654998779297),"Menoufia"
"1269","R_29b0asFM4fF24V3",3254,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1270","R_29bG3NtBhb4Mglf",2248,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1271","R_29bTbrNCkDWwyzq",3703,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1272","R_29gJTjT22LiU1YY",1200,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1273","R_29h2xZhKnyoC66d",2013,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1274","R_29moBnXQFqgtOpI",436,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1275","R_29nYpIUthnsxQlg",3431,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1276","R_29oGB5i8Y3V3mE2",3363,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1277","R_29ogas1Cr0W92Wn",3951,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1278","R_29p73EvAq64sUvs",2505,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1279","R_29prm2dRzGbfmOb",2,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1280","R_29psMJ4DFK5Igkq",111,"Facebook",0,1,c(31.3000030517578, 30.0666961669922),"Cairo"
"1281","R_29sFR7tHbdTjL7Q",2682,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1282","R_29sPXhfFipatz1v",2785,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1283","R_29sSRnzTpnl0m5u",325,"Control",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"1284","R_29srMJqi52NOHYV",4167,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1285","R_29t36Oi6vA8eGpN",3815,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1286","R_29taqWMcK180Bft",2242,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1287","R_29tshnqlZFseV9k",341,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1288","R_29uAhx78tFyI064",1562,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1289","R_29uXEihsCpHIgEM",1670,"Remind_Show",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1290","R_29v1ptVLaTcbdoL",4046,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1291","R_29yXIuL9kBxy0Dv",2617,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1292","R_2AEcKEIniIayLz2",2759,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1293","R_2AGZ1rbSI3rNhKM",2132,"WhatsApp_Group",0,1,c(32.5263061523438, 29.9736938476562),"Suez"
"1294","R_2AL3fRRUfcjoVvt",2524,"WhatsApp_Group",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1295","R_2ALPz43JQutiUFv",376,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1296","R_2ANo0JLOvSQnRnf",2750,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1297","R_2ARLXfzEtrZEVPX",2636,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1298","R_2ARtvbtibn9uD8q",845,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1299","R_2AWFugk1qbL1zby",421,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1300","R_2AYEy7tQduBEKYN",228,"Control",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"1301","R_2AZ38bdj3ub1ivZ",2084,"WhatsApp_Group",0,1,c(28.9550018310547, 30.8300933837891),"Matrouh"
"1302","R_2AZhrud19Mxaffn",2321,"WhatsApp_Ind",0,1,c(32.2841033935547, 31.2565002441406),"Port Said"
"1303","R_2B2m9edzIGcglAH",2344,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1304","R_2B2qd6NGOsM0lOl",2844,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1305","R_2B2tE6sp2ZgGltE",2898,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1306","R_2B4faSh4CeGrXyV",2449,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1307","R_2B5IdqOzcSIbDs2",639,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1308","R_2B8nolDBLDFHIsm",1563,"WhatsApp_Group",0,1,c(32.2841033935547, 31.2565002441406),"Port Said"
"1309","R_2B8orewj1glO8pC",2073,"WhatsApp_Ind",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1310","R_2B9i9NwtevSQzgN",868,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1311","R_2BA6dRrGYQsc1Ma",3781,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1312","R_2Ba0a5QsMYQfFY9",1302,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1313","R_2BaGGLjRGjv739t",2640,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1314","R_2BbKyb1c6NItvGO",1757,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1315","R_2BbxVS8nzY0Hk1E",318,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1316","R_2BervsasTL6FfAu",2202,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1317","R_2BfErtoUOvCsFVF",2154,"WhatsApp_Ind",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1318","R_2BgRcktB6GHGccZ",205,"Facebook",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1319","R_2BkQ6P5Kzo1Csr0",2108,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1320","R_2BkQEuW3q7oIrPF",3813,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1321","R_2BlccXH2ZWyPBtG",4089,"WhatsApp_Group",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"1322","R_2Blgmf9sLT4U1jg",2395,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1323","R_2BmMDAbcHlv577u",2611,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1324","R_2Bn6jh8ATrYs3L9",677,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1325","R_2BqGcoSgBXReu67",2022,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1326","R_2BqynGVn658SJIa",2285,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1327","R_2BwBgPEq1v8ZMOW",2078,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1328","R_2BwX5mhz7EstqZe",3491,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1329","R_2BxiWafzPzvYGrx",1331,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1330","R_2BxoLoAZZxdRXrC",2347,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1331","R_2CB1ElRPiRONbhi",199,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1332","R_2CB4zTj1Pr6zcM5",2030,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1333","R_2CBdUt3G82INkl6",1889,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1334","R_2CCEOOIBEwt6D5E",1799,"Remind_Show",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"1335","R_2CE6ARZtafPJXnj",2851,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1336","R_2CECqgkhBmVxX4h",1167,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1337","R_2CIz4H3uq3h3RCE",3597,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1338","R_2CNweer1OxxoAPt",2123,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1339","R_2CO2cDxiON5driD",2895,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1340","R_2CQuN3Ur9sJD2ks",2038,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1341","R_2CUrcefPRjWTm46",3357,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1342","R_2CVS8c3PnVzSWOQ",3875,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1343","R_2CVVReLN0lyFBFu",3587,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1344","R_2CWhP13xmfujHed",2407,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1345","R_2CZETP8mk6drW4Q",4028,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1346","R_2CdI7MWH21OcqMf",1948,"WhatsApp_Ind",0,1,c(32.5263061523438, 29.9736938476562),"Suez"
"1347","R_2CdYgvPdUuXAa5h",892,"Control",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1348","R_2Ce5gIbqGhQ2eKC",2406,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1349","R_2Ce870ekU9lA9az",3869,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1350","R_2CeVNAryaTLo1C2",534,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1351","R_2CemFDLWkIWCSYB",2183,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1352","R_2CfdagcFVZ2zWWD",1923,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1353","R_2CffoQPtN0qWvYH",900,"Control",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"1354","R_2CfuLCQk7EAABgl",4176,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1355","R_2CfzYS9GdR0Em4M",3670,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1356","R_2CgpVsX0EEMlif1",792,"Facebook",0,1,c(30.9452972412109, 30.6806945800781),"Menoufia"
"1357","R_2Ck3qAzV1YJBqdA",842,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1358","R_2Ck6kA7fzP5f28Q",3577,"WhatsApp_Ind",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1359","R_2CkxgaffLtAmQ6C",2896,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1360","R_2CljwRCYVtP3Atv",1776,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1361","R_2Cm6GTEqtnm2dBU",1506,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1362","R_2Cp89olijVbpWrw",2446,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1363","R_2CrMkPkax9lpNEU",425,"Control",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"1364","R_2CslDniztZgmEwB",4023,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1365","R_2CssweBFMohXV2z",1319,"Remind_Show",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1366","R_2CsvP6AE5CqdkXP",216,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1367","R_2CxkiSKmyO5vumh",1482,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1368","R_2Cyr5NCTnETVzzs",3796,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1369","R_2D05jd8CMc7BHnw",300,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1370","R_2D0SvRBW956k8NI",3806,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1371","R_2D0juXNdvX1jTtC",2089,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1372","R_2D0oxpoIMDFN0sK",1151,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1373","R_2D0pYXR0VU5IOoN",2359,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1374","R_2DLG7f8Inoeeuwt",3713,"WhatsApp_Group",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1375","R_2DLW4UnMxqNzL5Q",4134,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1376","R_2DMOq4qcr2OVwT9",1372,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1377","R_2DN2wvgt93UJs0p",2993,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1378","R_2DN3Ym26PdlAo9Q",1516,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1379","R_2DNY3riFJY5Avkc",3324,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1380","R_2DRIxfvTWd84r7r",218,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1381","R_2DTD7FGJzJKuuRI",2558,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1382","R_2DUGFzV7cDvJaZ4",2951,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1383","R_2DUYIBhxS1eqQmY",280,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1384","R_2DXCyjt4vKXOQwZ",1830,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1385","R_2DXO4oQZocD8xVk",1119,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1386","R_2DXZILX6TiFzdYA",181,"Control",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
